country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
South Africa,2012,female,5-14 years,159,3107617,5.12,South Africa2012,0.648,41591225,13383,Generation X
South Africa,2012,female,15-24 years,116,638495,18.17,South Africa2012,0.648,8545386,13383,Boomers
South Africa,2012,female,25-34 years,70,1103514,6.34,South Africa2012,0.648,14769033,13383,Generation X
South Africa,2012,female,35-54 years,152,4233671,3.59,South Africa2012,0.648,56661926,13383,Generation Z
South Africa,2012,female,55-74 years,446,1173695,38.0,South Africa2012,0.648,15708310,13383,Generation X
South Africa,2012,female,75+ years,381,3062463,12.44,South Africa2012,0.648,40986900,13383,G.I. Generation
South Africa,2013,male,5-14 years,408,4224318,9.66,South Africa2013,0.65,60011627,14206,Silent
South Africa,2013,male,15-24 years,156,1188233,13.13,South Africa2013,0.65,16880309,14206,Generation Z
South Africa,2013,male,25-34 years,606,1667904,36.33,South Africa2013,0.65,23694625,14206,Silent
South Africa,2013,male,35-54 years,544,2661609,20.44,South Africa2013,0.65,37811426,14206,Generation Z
South Africa,2013,male,55-74 years,1320,2978031,44.32,South Africa2013,0.65,42306589,14206,Silent
South Africa,2013,male,75+ years,2038,3369863,60.48,South Africa2013,0.65,47873044,14206,Boomers
South Africa,2013,female,5-14 years,126,4284093,2.94,South Africa2013,0.65,60860804,14206,Generation X
South Africa,2013,female,15-24 years,90,2273548,3.96,South Africa2013,0.65,32298542,14206,Generation X
South Africa,2013,female,25-34 years,178,999217,17.81,South Africa2013,0.65,14195105,14206,Generation Z
South Africa,2013,female,35-54 years,166,3181887,5.22,South Africa2013,0.65,45202614,14206,Silent
South Africa,2013,female,55-74 years,940,3843088,24.46,South Africa2013,0.65,54595786,14206,G.I. Generation
South Africa,2013,female,75+ years,393,3300453,11.91,South Africa2013,0.65,46886990,14206,Generation X
South Africa,2014,male,5-14 years,325,4196929,7.74,South Africa2014,0.652,61718801,14705,Millenials
South Africa,2014,male,15-24 years,698,2146264,32.52,South Africa2014,0.652,31562326,14705,Generation X
South Africa,2014,male,25-34 years,465,1901831,24.45,South Africa2014,0.652,27967766,14705,G.I. Generation
South Africa,2014,male,35-54 years,588,1443015,40.75,South Africa2014,0.652,21220553,14705,Silent
South Africa,2014,male,55-74 years,870,4553530,19.11,South Africa2014,0.652,66962870,14705,Silent
South Africa,2014,male,75+ years,686,3483080,19.7,South Africa2014,0.652,51221148,14705,Boomers
South Africa,2014,female,5-14 years,26,1103852,2.36,South Africa2014,0.652,16232922,14705,Generation X
South Africa,2014,female,15-24 years,383,2957994,12.95,South Africa2014,0.652,43499388,14705,Millenials
South Africa,2014,female,25-34 years,59,878641,6.71,South Africa2014,0.652,12921035,14705,Boomers
South Africa,2014,female,35-54 years,688,4232090,16.26,South Africa2014,0.652,62235868,14705,Boomers
South Africa,2014,female,55-74 years,712,4143062,17.19,South Africa2014,0.652,60926649,14705,Generation Z
South Africa,2014,female,75+ years,141,1301088,10.84,South Africa2014,0.652,19133416,14705,Millenials
South Africa,2015,male,5-14 years,266,2386720,11.15,South Africa2015,0.654,33355706,13975,Generation X
South Africa,2015,male,15-24 years,296,2238960,13.22,South Africa2015,0.654,31290680,13975,Generation Z
South Africa,2015,male,25-34 years,692,2441685,28.34,South Africa2015,0.654,34123872,13975,Silent
South Africa,2015,male,35-54 years,493,1369351,36.0,South Africa2015,0.654,19137423,13975,G.I. Generation
South Africa,2015,male,55-74 years,2126,4314065,49.28,South Africa2015,0.654,60291398,13975,Millenials
South Africa,2015,male,75+ years,719,2264685,31.75,South Africa2015,0.654,31650201,13975,Generation X
South Africa,2015,female,5-14 years,30,672055,4.46,South Africa2015,0.654,9392333,13975,Millenials
South Africa,2015,female,15-24 years,685,4398769,15.57,South Africa2015,0.654,61475183,13975,Boomers
South Africa,2015,female,25-34 years,348,4403288,7.9,South Africa2015,0.654,61538338,13975,Silent
South Africa,2015,female,35-54 years,448,3661062,12.24,South Africa2015,0.654,51165327,13975,Millenials
South Africa,2015,female,55-74 years,490,3466691,14.13,South Africa2015,0.654,48448887,13975,Generation X
South Africa,2015,female,75+ years,611,4150417,14.72,South Africa2015,0.654,58004329,13975,G.I. Generation
Australia,2000,male,5-14 years,287,2982064,9.62,Australia2000,0.661,131307180,44032,Generation X
Australia,2000,male,15-24 years,265,4066381,6.52,Australia2000,0.661,179052168,44032,Generation X
Australia,2000,male,25-34 years,1971,4834153,40.77,Australia2000,0.661,212858946,44032,Boomers
Australia,2000,male,35-54 years,1556,3224840,48.25,Australia2000,0.661,141997169,44032,Silent
Australia,2000,male,55-74 years,190,985898,19.27,Australia2000,0.661,43411371,44032,Boomers
Australia,2000,male,75+ years,727,3952299,18.39,Australia2000,0.661,174028873,44032,Generation X
Australia,2000,female,5-14 years,142,1842682,7.71,Australia2000,0.661,81137553,44032,Generation X
Australia,2000,female,15-24 years,635,3603028,17.62,Australia2000,0.661,158649662,44032,Generation X
Australia,2000,female,25-34 years,20,288949,6.92,Australia2000,0.661,12723093,44032,Boomers
Australia,2000,female,35-54 years,398,3975227,10.01,Australia2000,0.661,175038446,44032,Millenials
Australia,2000,female,55-74 years,713,2340255,30.47,Australia2000,0.661,103046844,44032,G.I. Generation
Australia,2000,female,75+ years,642,1931870,33.23,Australia2000,0.661,85064707,44032,Generation Z
Australia,2001,male,5-14 years,31,1639396,1.89,Australia2001,0.663,82311839,50208,Millenials
Australia,2001,male,15-24 years,357,1854894,19.25,Australia2001,0.663,93131700,50208,Boomers
Australia,2001,male,25-34 years,655,2172524,30.15,Australia2001,0.663,109079470,50208,Silent
Australia,2001,male,35-54 years,266,941195,28.26,Australia2001,0.663,47256118,50208,Boomers
Australia,2001,male,55-74 years,764,4392964,17.39,Australia2001,0.663,220564738,50208,Millenials
Australia,2001,male,75+ years,577,1736077,33.24,Australia2001,0.663,87166061,50208,Generation X
Australia,2001,female,5-14 years,67,1123262,5.96,Australia2001,0.663,56397454,50208,G.I. Generation
Australia,2001,female,15-24 years,172,3859333,4.46,Australia2001,0.663,193771852,50208,Silent
Australia,2001,female,25-34 years,322,2289405,14.06,Australia2001,0.663,114947906,50208,Millenials
Australia,2001,female,35-54 years,532,2228895,23.87,Australia2001,0.663,111909781,50208,G.I. Generation
Australia,2001,female,55-74 years,525,1492110,35.19,Australia2001,0.663,74916810,50208,Boomers
Australia,2001,female,75+ years,337,1888256,17.85,Australia2001,0.663,94806761,50208,Generation X
Australia,2002,male,5-14 years,162,1439842,11.25,Australia2002,0.665,71293589,49514,Generation X
Australia,2002,male,15-24 years,288,2541920,11.33,Australia2002,0.665,125862838,49514,Millenials
Australia,2002,male,25-34 years,1181,4979096,23.72,Australia2002,0.665,246539291,49514,Generation Z
Australia,2002,male,35-54 years,853,1596797,53.42,Australia2002,0.665,79065196,49514,Silent
Australia,2002,male,55-74 years,1388,3649756,38.03,Australia2002,0.665,180717194,49514,Silent
Australia,2002,male,75+ years,112,592062,18.92,Australia2002,0.665,29315873,49514,Generation Z
Australia,2002,female,5-14 years,131,1809952,7.24,Australia2002,0.665,89619538,49514,G.I. Generation
Australia,2002,female,15-24 years,656,3258012,20.13,Australia2002,0.665,161320041,49514,Silent
Australia,2002,female,25-34 years,586,4663690,12.57,Australia2002,0.665,230922004,49514,G.I. Generation
Australia,2002,female,35-54 years,87,443852,19.6,Australia2002,0.665,21977274,49514,Silent
Australia,2002,female,55-74 years,666,3610024,18.45,Australia2002,0.665,178749869,49514,Silent
Australia,2002,female,75+ years,1352,4925964,27.45,Australia2002,0.665,243908467,49514,Generation X
Australia,2003,male,5-14 years,125,2263254,5.52,Australia2003,0.667,121173689,53539,G.I. Generation
Australia,2003,male,15-24 years,414,1378181,30.04,Australia2003,0.667,73787244,53539,G.I. Generation
Australia,2003,male,25-34 years,39,223368,17.46,Australia2003,0.667,11959030,53539,Generation X
Australia,2003,male,35-54 years,376,1788390,21.02,Australia2003,0.667,95749665,53539,G.I. Generation
Australia,2003,male,55-74 years,1848,2759880,66.96,Australia2003,0.667,147762841,53539,Millenials
Australia,2003,male,75+ years,324,1347188,24.05,Australia2003,0.667,72127892,53539,Silent
Australia,2003,female,5-14 years,129,4640309,2.78,Australia2003,0.667,248440237,53539,G.I. Generation
Australia,2003,female,15-24 years,55,1824833,3.01,Australia2003,0.667,97700809,53539,G.I. Generation
Australia,2003,female,25-34 years,618,2158101,28.64,Australia2003,0.667,115543841,53539,Generation X
Australia,2003,female,35-54 years,27,351262,7.69,Australia2003,0.667,18806423,53539,Silent
Australia,2003,female,55-74 years,662,1969880,33.61,Australia2003,0.667,105466566,53539,Millenials
Australia,2003,female,75+ years,441,4252092,10.37,Australia2003,0.667,227655259,53539,Boomers
Australia,2004,male,5-14 years,415,4508155,9.21,Australia2004,0.669,235024560,52133,Boomers
Australia,2004,male,15-24 years,329,1234926,26.64,Australia2004,0.669,64380647,52133,Generation Z
Australia,2004,male,25-34 years,1421,4064572,34.96,Australia2004,0.669,211899157,52133,G.I. Generation
Australia,2004,male,35-54 years,330,1077886,30.62,Australia2004,0.669,56193649,52133,Generation X
Australia,2004,male,55-74 years,510,1513001,33.71,Australia2004,0.669,78877588,52133,Boomers
Australia,2004,male,75+ years,55,414022,13.28,Australia2004,0.669,21584293,52133,Generation X
Australia,2004,female,5-14 years,3,268990,1.12,Australia2004,0.669,14023310,52133,Silent
Australia,2004,female,15-24 years,34,263749,12.89,Australia2004,0.669,13750080,52133,Millenials
Australia,2004,female,25-34 years,108,546623,19.76,Australia2004,0.669,28497207,52133,Silent
Australia,2004,female,35-54 years,218,2529395,8.62,Australia2004,0.669,131865463,52133,G.I. Generation
Australia,2004,female,55-74 years,520,4327715,12.02,Australia2004,0.669,225617644,52133,Generation X
Australia,2004,female,75+ years,978,4819222,20.29,Australia2004,0.669,251241479,52133,Generation Z
Australia,2005,male,5-14 years,9,350444,2.57,Australia2005,0.671,17795482,50779,Boomers
Australia,2005,male,15-24 years,538,2608973,20.62,Australia2005,0.671,132483171,50779,Silent
Australia,2005,male,25-34 years,1136,3412475,33.29,Australia2005,0.671,173284856,50779,Millenials
Australia,2005,male,35-54 years,1638,4295767,38.13,Australia2005,0.671,218138262,50779,Generation Z
Australia,2005,male,55-74 years,664,1460938,45.45,Australia2005,0.671,74186164,50779,Silent
Australia,2005,male,75+ years,147,276417,53.18,Australia2005,0.671,14036404,50779,Silent
Australia,2005,female,5-14 years,49,3544423,1.38,Australia2005,0.671,179985151,50779,Generation X
Australia,2005,female,15-24 years,684,3863120,17.71,Australia2005,0.671,196168527,50779,Boomers
Australia,2005,female,25-34 years,188,3049161,6.17,Australia2005,0.671,154835838,50779,Silent
Australia,2005,female,35-54 years,768,3561669,21.56,Australia2005,0.671,180860900,50779,Generation X
Australia,2005,female,55-74 years,62,578863,10.71,Australia2005,0.671,29394557,50779,G.I. Generation
Australia,2005,female,75+ years,1146,4761340,24.07,Australia2005,0.671,241779974,50779,G.I. Generation
Australia,2006,male,5-14 years,170,1836639,9.26,Australia2006,0.673,105531901,57459,Generation X
Australia,2006,male,15-24 years,669,4193319,15.95,Australia2006,0.673,240944968,57459,Millenials
Australia,2006,male,25-34 years,1749,3685094,47.46,Australia2006,0.673,211742741,57459,Millenials
Australia,2006,male,35-54 years,1033,2733257,37.79,Australia2006,0.673,157050900,57459,Millenials
Australia,2006,male,55-74 years,297,710076,41.83,Australia2006,0.673,40800435,57459,Generation Z
Australia,2006,male,75+ years,159,1674021,9.5,Australia2006,0.673,96187992,57459,Silent
Australia,2006,female,5-14 years,21,1593737,1.32,Australia2006,0.673,91574934,57459,Millenials
Australia,2006,female,15-24 years,444,4834486,9.18,Australia2006,0.673,277785944,57459,Generation X
Australia,2006,female,25-34 years,282,2588078,10.9,Australia2006,0.673,148709023,57459,Generation X
Australia,2006,female,35-54 years,157,3604621,4.36,Australia2006,0.673,207118822,57459,Generation Z
Australia,2006,female,55-74 years,525,1573231,33.37,Australia2006,0.673,90396674,57459,Millenials
Australia,2006,female,75+ years,302,3761577,8.03,Australia2006,0.673,216137397,57459,Generation Z
Australia,2007,male,5-14 years,106,1081107,9.8,Australia2007,0.675,61873602,57231,G.I. Generation
Australia,2007,male,15-24 years,330,4548376,7.26,Australia2007,0.675,260311335,57231,Boomers
Australia,2007,male,25-34 years,89,593304,15.0,Australia2007,0.675,33955802,57231,Generation Z
Australia,2007,male,35-54 years,635,3726844,17.04,Australia2007,0.675,213293654,57231,Generation Z
Australia,2007,male,55-74 years,704,1494763,47.1,Australia2007,0.675,85547842,57231,Boomers
Australia,2007,male,75+ years,1294,3697457,35.0,Australia2007,0.675,211611786,57231,Boomers
Australia,2007,female,5-14 years,18,218808,8.23,Australia2007,0.675,12522755,57231,Boomers
Australia,2007,female,15-24 years,190,3692174,5.15,Australia2007,0.675,211309430,57231,G.I. Generation
Australia,2007,female,25-34 years,439,2004661,21.9,Australia2007,0.675,114730176,57231,Silent
Australia,2007,female,35-54 years,389,1704691,22.82,Australia2007,0.675,97562380,57231,Generation Z
Australia,2007,female,55-74 years,1339,4679326,28.62,Australia2007,0.675,267805827,57231,G.I. Generation
Australia,2007,female,75+ years,1128,2462344,45.81,Australia2007,0.675,140924157,57231,G.I. Generation
Australia,2008,male,5-14 years,68,1006966,6.75,Australia2008,0.677,59770911,59357,G.I. Generation
Australia,2008,male,15-24 years,523,4969175,10.52,Australia2008,0.677,294957444,59357,G.I. Generation
Australia,2008,male,25-34 years,29,441550,6.57,Australia2008,0.677,26209272,59357,Generation X
Australia,2008,male,35-54 years,1266,3768093,33.6,Australia2008,0.677,223664306,59357,Generation Z
Australia,2008,male,55-74 years,1158,2568703,45.08,Australia2008,0.677,152471601,59357,Millenials
Australia,2008,male,75+ years,518,4465983,11.6,Australia2008,0.677,265089261,59357,Generation X
Australia,2008,female,5-14 years,53,4935533,1.07,Australia2008,0.677,292960541,59357,Generation X
Australia,2008,female,15-24 years,187,2407912,7.77,Australia2008,0.677,142927461,59357,Silent
Australia,2008,female,25-34 years,181,4450685,4.07,Australia2008,0.677,264181211,59357,Boomers
Australia,2008,female,35-54 years,155,1148913,13.49,Australia2008,0.677,68196519,59357,Generation X
Australia,2008,female,55-74 years,201,2595721,7.74,Australia2008,0.677,154075320,59357,Generation Z
Australia,2008,female,75+ years,1287,4052947,31.75,Australia2008,0.677,240572507,59357,Generation Z
Australia,2009,male,5-14 years,14,644079,2.17,Australia2009,0.679,35015642,54365,G.I. Generation
Australia,2009,male,15-24 years,335,3265628,10.26,Australia2009,0.679,177537323,54365,Boomers
Australia,2009,male,25-34 years,105,1204669,8.72,Australia2009,0.679,65492367,54365,Millenials
Australia,2009,male,35-54 years,1389,4616192,30.09,Australia2009,0.679,250961337,54365,Millenials
Australia,2009,male,55-74 years,1409,4647994,30.31,Australia2009,0.679,252690267,54365,Boomers
Australia,2009,male,75+ years,143,445876,32.07,Australia2009,0.679,24240247,54365,Boomers
Australia,2009,female,5-14 years,126,1883406,6.69,Australia2009,0.679,102392207,54365,Generation Z
Australia,2009,female,15-24 years,302,2696934,11.2,Australia2009,0.679,146620020,54365,Millenials
Australia,2009,female,25-34 years,721,4032576,17.88,Australia2009,0.679,219232793,54365,Generation Z
Australia,2009,female,35-54 years,92,2020560,4.55,Australia2009,0.679,109848645,54365,Generation Z
Australia,2009,female,55-74 years,1427,4932484,28.93,Australia2009,0.679,268156693,54365,Generation Z
Australia,2009,female,75+ years,1027,4574440,22.45,Australia2009,0.679,248691471,54365,Silent
Australia,2010,male,5-14 years,48,963963,4.98,Australia2010,0.681,61308022,63599,Millenials
Australia,2010,male,15-24 years,152,1234461,12.31,Australia2010,0.681,78511688,63599,Generation X
Australia,2010,male,25-34 years,955,3833248,24.91,Australia2010,0.681,243794477,63599,Silent
Australia,2010,male,35-54 years,26,250647,10.37,Australia2010,0.681,15941142,63599,G.I. Generation
Australia,2010,male,55-74 years,82,286789,28.59,Australia2010,0.681,18239773,63599,Boomers
Australia,2010,male,75+ years,1745,3384753,51.55,Australia2010,0.681,215270206,63599,Silent
Australia,2010,female,5-14 years,93,2470354,3.76,Australia2010,0.681,157114453,63599,Silent
Australia,2010,female,15-24 years,638,4244183,15.03,Australia2010,0.681,269929933,63599,G.I. Generation
Australia,2010,female,25-34 years,541,1836549,29.46,Australia2010,0.681,116804470,63599,Silent
Australia,2010,female,35-54 years,274,4656188,5.88,Australia2010,0.681,296133441,63599,Silent
Australia,2010,female,55-74 years,1519,4815741,31.54,Australia2010,0.681,306281008,63599,Generation X
Australia,2010,female,75+ years,595,4249666,14.0,Australia2010,0.681,270278652,63599,G.I. Generation
Australia,2011,male,5-14 years,26,499732,5.2,Australia2011,0.683,29577494,59186,Millenials
Australia,2011,male,15-24 years,122,691982,17.63,Australia2011,0.683,40956140,59186,Generation X
Australia,2011,male,25-34 years,212,885371,23.94,Australia2011,0.683,52402200,59186,Millenials
Australia,2011,male,35-54 years,1739,4964602,35.03,Australia2011,0.683,293838478,59186,Generation Z
Australia,2011,male,55-74 years,252,599636,42.03,Australia2011,0.683,35490484,59186,G.I. Generation
Australia,2011,male,75+ years,355,3575358,9.93,Australia2011,0.683,211613691,59186,Generation Z
Australia,2011,female,5-14 years,73,2035343,3.59,Australia2011,0.683,120465263,59186,Silent
Australia,2011,female,15-24 years,481,2724543,17.65,Australia2011,0.683,161256747,59186,Generation Z
Australia,2011,female,25-34 years,305,3419491,8.92,Australia2011,0.683,202388435,59186,Boomers
Australia,2011,female,35-54 years,209,1133424,18.44,Australia2011,0.683,67083642,59186,Millenials
Australia,2011,female,55-74 years,85,340637,24.95,Australia2011,0.683,20161184,59186,Generation X
Australia,2011,female,75+ years,116,568272,20.41,Australia2011,0.683,33634152,59186,Generation X
Australia,2012,male,5-14 years,113,2161757,5.23,Australia2012,0.685,141516707,65463,Generation X
Australia,2012,male,15-24 years,735,4898813,15.0,Australia2012,0.685,320694641,65463,Millenials
Australia,2012,male,25-34 years,404,1366997,29.55,Australia2012,0.685,89488742,65463,Generation Z
Australia,2012,male,35-54 years,419,2411418,17.38,Australia2012,0.685,157860451,65463,Millenials
Australia,2012,male,55-74 years,1566,3425694,45.71,Australia2012,0.685,224258756,65463,Boomers
Australia,2012,male,75+ years,161,550808,29.23,Australia2012,0.685,36057954,65463,Generation X
Australia,2012,female,5-14 years,97,1487601,6.52,Australia2012,0.685,97383931,65463,G.I. Generation
Australia,2012,female,15-24 years,728,2932305,24.83,Australia2012,0.685,191959664,65463,Generation X
Australia,2012,female,25-34 years,671,2399383,27.97,Australia2012,0.685,157072595,65463,Boomers
Australia,2012,female,35-54 years,1294,4272714,30.29,Australia2012,0.685,279707856,65463,Millenials
Australia,2012,female,55-74 years,466,1433188,32.51,Australia2012,0.685,93821852,65463,Generation X
Australia,2012,female,75+ years,1171,4184973,27.98,Australia2012,0.685,273964002,65463,Generation Z
Australia,2013,male,5-14 years,40,389204,10.28,Australia2013,0.687,22368248,57471,Silent
Australia,2013,male,15-24 years,1056,4471214,23.62,Australia2013,0.687,256968646,57471,Generation X
Australia,2013,male,25-34 years,1435,3298860,43.5,Australia2013,0.687,189591370,57471,G.I. Generation
Australia,2013,male,35-54 years,1035,4960792,20.86,Australia2013,0.687,285105567,57471,Generation Z
Australia,2013,male,55-74 years,199,623082,31.94,Australia2013,0.687,35809634,57471,Generation Z
Australia,2013,male,75+ years,310,874435,35.45,Australia2013,0.687,50255339,57471,G.I. Generation
Australia,2013,female,5-14 years,77,1781745,4.32,Australia2013,0.687,102400064,57471,Generation X
Australia,2013,female,15-24 years,540,2834143,19.05,Australia2013,0.687,162883255,57471,Generation X
Australia,2013,female,25-34 years,435,3369611,12.91,Australia2013,0.687,193657556,57471,Generation Z
Australia,2013,female,35-54 years,670,2658025,25.21,Australia2013,0.687,152761439,57471,Boomers
Australia,2013,female,55-74 years,108,1185056,9.11,Australia2013,0.687,68107282,57471,Silent
Australia,2013,female,75+ years,1660,4452426,37.28,Australia2013,0.687,255888866,57471,Generation Z
Australia,2014,male,5-14 years,45,2433332,1.85,Australia2014,0.689,165568638,68041,Generation Z
Australia,2014,male,15-24 years,181,693944,26.08,Australia2014,0.689,47217298,68041,Generation X
Australia,2014,male,25-34 years,456,1487778,30.65,Australia2014,0.689,101231306,68041,G.I. Generation
Australia,2014,male,35-54 years,336,1410290,23.82,Australia2014,0.689,95958872,68041,Generation Z
Australia,2014,male,55-74 years,891,2898294,30.74,Australia2014,0.689,197205557,68041,G.I. Generation
Australia,2014,male,75+ years,2410,4396010,54.82,Australia2014,0.689,299113064,68041,G.I. Generation
Australia,2014,female,5-14 years,63,3352713,1.88,Australia2014,0.689,228125109,68041,Silent
Australia,2014,female,15-24 years,491,4850310,10.12,Australia2014,0.689,330024519,68041,Generation Z
Australia,2014,female,25-34 years,116,3098818,3.74,Australia2014,0.689,210849599,68041,Generation Z
Australia,2014,female,35-54 years,454,1737433,26.13,Australia2014,0.689,118218318,68041,Generation X
Australia,2014,female,55-74 years,476,3661877,13.0,Australia2014,0.689,249161228,68041,Generation X
Australia,2014,female,75+ years,534,1473096,36.25,Australia2014,0.689,100232315,68041,Silent
Australia,2015,male,5-14 years,351,3571159,9.83,Australia2015,0.691,224229909,62789,Generation Z
Australia,2015,male,15-24 years,1423,4683358,30.38,Australia2015,0.691,294063899,62789,Silent
Australia,2015,male,25-34 years,866,2355600,36.76,Australia2015,0.691,147906036,62789,Silent
Australia,2015,male,35-54 years,1346,3818087,35.25,Australia2015,0.691,239734299,62789,Boomers
Australia,2015,male,55-74 years,309,808989,38.2,Australia2015,0.691,50795702,62789,G.I. Generation
Australia,2015,male,75+ years,1202,2147898,55.96,Australia2015,0.691,134864612,62789,Silent
Australia,2015,female,5-14 years,142,2563528,5.54,Australia2015,0.691,160961651,62789,Generation X
Australia,2015,female,15-24 years,257,3098205,8.3,Australia2015,0.691,194533546,62789,Generation X
Australia,2015,female,25-34 years,335,2065638,16.22,Australia2015,0.691,129699579,62789,Generation X
Australia,2015,female,35-54 years,200,897080,22.29,Australia2015,0.691,56326858,62789,Generation X
Australia,2015,female,55-74 years,1292,4920258,26.26,Australia2015,0.691,308938640,62789,G.I. Generation
Australia,2015,female,75+ years,1613,4076604,39.57,Australia2015,0.691,255966353,62789,G.I. Generation
Mexico,2000,male,5-14 years,422,4258451,9.91,Mexico2000,0.618,176189064,41373,Generation Z
Mexico,2000,male,15-24 years,1388,4257583,32.6,Mexico2000,0.618,176153151,41373,G.I. Generation
Mexico,2000,male,25-34 years,1092,3738652,29.21,Mexico2000,0.618,154682910,41373,Millenials
Mexico,2000,male,35-54 years,122,1097155,11.12,Mexico2000,0.618,45393668,41373,Boomers
Mexico,2000,male,55-74 years,402,3730224,10.78,Mexico2000,0.618,154334211,41373,Millenials
Mexico,2000,male,75+ years,2080,2862178,72.67,Mexico2000,0.618,118419693,41373,Millenials
Mexico,2000,female,5-14 years,101,1258101,8.03,Mexico2000,0.618,52052644,41373,G.I. Generation
Mexico,2000,female,15-24 years,549,4463706,12.3,Mexico2000,0.618,184681280,41373,Silent
Mexico,2000,female,25-34 years,764,4858662,15.72,Mexico2000,0.618,201022181,41373,Generation Z
Mexico,2000,female,35-54 years,167,2575164,6.49,Mexico2000,0.618,106544782,41373,G.I. Generation
Mexico,2000,female,55-74 years,432,1355271,31.88,Mexico2000,0.618,56072954,41373,Generation X
Mexico,2000,female,75+ years,586,2704788,21.67,Mexico2000,0.618,111907843,41373,Silent
Mexico,2001,male,5-14 years,91,1569016,5.8,Mexico2001,0.62,56727187,36154,Boomers
Mexico,2001,male,15-24 years,530,4784840,11.08,Mexico2001,0.62,172994102,36154,Generation X
Mexico,2001,male,25-34 years,588,2136148,27.53,Mexico2001,0.62,77231632,36154,Generation Z
Mexico,2001,male,35-54 years,1078,3545662,30.4,Mexico2001,0.62,128192084,36154,Generation X
Mexico,2001,male,55-74 years,1346,3788062,35.53,Mexico2001,0.62,136955965,36154,Boomers
Mexico,2001,male,75+ years,2447,3256743,75.14,Mexico2001,0.62,117746326,36154,Boomers
Mexico,2001,female,5-14 years,140,2005901,6.98,Mexico2001,0.62,72522601,36154,G.I. Generation
Mexico,2001,female,15-24 years,683,4721146,14.47,Mexico2001,0.62,170691269,36154,Silent
Mexico,2001,female,25-34 years,288,2300702,12.52,Mexico2001,0.62,83181020,36154,Millenials
Mexico,2001,female,35-54 years,290,1117098,25.96,Mexico2001,0.62,40388260,36154,G.I. Generation
Mexico,2001,female,55-74 years,734,2043291,35.92,Mexico2001,0.62,73874422,36154,Generation Z
Mexico,2001,female,75+ years,133,339794,39.14,Mexico2001,0.62,12285125,36154,Generation X
Mexico,2002,male,5-14 years,175,4733425,3.7,Mexico2002,0.622,194723659,41138,Silent
Mexico,2002,male,15-24 years,64,760389,8.42,Mexico2002,0.622,31280886,41138,Boomers
Mexico,2002,male,25-34 years,723,1680090,43.03,Mexico2002,0.622,69115550,41138,Millenials
Mexico,2002,male,35-54 years,177,474054,37.34,Mexico2002,0.622,19501635,41138,Generation X
Mexico,2002,male,55-74 years,310,1158414,26.76,Mexico2002,0.622,47654840,41138,G.I. Generation
Mexico,2002,male,75+ years,699,1667370,41.92,Mexico2002,0.622,68592274,41138,G.I. Generation
Mexico,2002,female,5-14 years,153,2795969,5.47,Mexico2002,0.622,115020585,41138,Boomers
Mexico,2002,female,15-24 years,56,541331,10.34,Mexico2002,0.622,22269277,41138,G.I. Generation
Mexico,2002,female,25-34 years,802,4125384,19.44,Mexico2002,0.622,169710066,41138,Generation X
Mexico,2002,female,35-54 years,515,3268999,15.75,Mexico2002,0.622,134480096,41138,Millenials
Mexico,2002,female,55-74 years,130,609931,21.31,Mexico2002,0.622,25091344,41138,G.I. Generation
Mexico,2002,female,75+ years,805,3089510,26.06,Mexico2002,0.622,127096276,41138,G.I. Generation
Mexico,2003,male,5-14 years,528,4513265,11.7,Mexico2003,0.624,183988327,40766,Silent
Mexico,2003,male,15-24 years,234,2268518,10.32,Mexico2003,0.624,92478689,40766,Generation X
Mexico,2003,male,25-34 years,148,1055991,14.02,Mexico2003,0.624,43048661,40766,Silent
Mexico,2003,male,35-54 years,92,918930,10.01,Mexico2003,0.624,37461215,40766,Generation X
Mexico,2003,male,55-74 years,844,2946962,28.64,Mexico2003,0.624,120136222,40766,Boomers
Mexico,2003,male,75+ years,881,4020632,21.91,Mexico2003,0.624,163905588,40766,Boomers
Mexico,2003,female,5-14 years,61,3773322,1.62,Mexico2003,0.624,153823718,40766,Generation X
Mexico,2003,female,15-24 years,539,3302552,16.32,Mexico2003,0.624,134632249,40766,Boomers
Mexico,2003,female,25-34 years,211,832205,25.35,Mexico2003,0.624,33925773,40766,Generation Z
Mexico,2003,female,35-54 years,577,2865419,20.14,Mexico2003,0.624,116812030,40766,Generation X
Mexico,2003,female,55-74 years,195,3811259,5.12,Mexico2003,0.624,155370262,40766,Generation X
Mexico,2003,female,75+ years,49,277398,17.66,Mexico2003,0.624,11308441,40766,G.I. Generation
Mexico,2004,male,5-14 years,386,4034953,9.57,Mexico2004,0.626,160671367,39819,Silent
Mexico,2004,male,15-24 years,983,4055418,24.24,Mexico2004,0.626,161486281,39819,G.I. Generation
Mexico,2004,male,25-34 years,529,1922569,27.52,Mexico2004,0.626,76556477,39819,Generation X
Mexico,2004,male,35-54 years,1129,2941822,38.38,Mexico2004,0.626,117143015,39819,Generation X
Mexico,2004,male,55-74 years,1255,2150750,58.35,Mexico2004,0.626,85642619,39819,Boomers
Mexico,2004,male,75+ years,1561,2816400,55.43,Mexico2004,0.626,112148725,39819,Boomers
Mexico,2004,female,5-14 years,87,2591353,3.36,Mexico2004,0.626,103187380,39819,Silent
Mexico,2004,female,15-24 years,393,4313739,9.11,Mexico2004,0.626,171772593,39819,Generation Z
